Nombre común |Nombre inglés |Nombre científico |Clase|Orden |Familia|Golfo de México|Mar Caribe|Pacífico |Fuera del país |Grupo|Nacional/Importado|Objetivo |Incidental |Deportiva |Fomento |Cultivada |Cartel|Tallas de captura (cm)|Tipo de captura (Selectiva, No selectiva|Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades |Distribución |Cultivada / capturada|Comercio|País de importación|Pacífico zona 1|Pacífico zona 2|Pacífico zona 3|Golfo Mex y Caribe zona 1|Golfo Mex y Caribe zona 2|Golfo Mex y Caribe zona 3|Estado según Arreguín et al. Litoral Oriental del Golfo de California |Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec |Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche|Imagen|Datos|||firma
Cabrilla piedrera|Starry grouper|Epinephelus labriformis|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|0|1|0|0|0|2|30-60|No selectiva|Pangas con palangre o cimbra baquetera, red agallera.||||||Especie marina de hábitos costeros. Vive en aguas poco profundas. Se alimenta de peces pequeños en el día y crustáceos en la noche. |Se distribuye en el  Pacífico Oriental, desde  Baja California, México hasta Perú, incluyendo las islas de Cocos, Revillagigedo y las Islas Galápagos.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|||||sobre pesca|colapso|sobre pesca|||Epinephelus labriformis.png|0|||FMM
Mero/Cherna americana|Red Grouper|Epinephelus morio|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|35-125|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Casi amenazada|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive en zonas arrecifales. Se alimenta de peces e invertebrados.|Se distribuye en el Atlántico Occidental, desde Carolina del Norte hasta Brasil.|Capturada|Se utiliza la carne.|||||En deterioro.|En deterioro.|En deterioro.||||||EpinephelusMorio.png|1|||FMM
Mero del Caribe|Nassau Grouper|Epinephelus striatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|48-122|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|En peligro|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de aguas poco profundas. Vive en cuevas submarinas y en arrecifes. Los juveniles viven en las praderas de pastos marinos. Se alimenta crustáceos, pequeños invertebrados y peces.|Se distribuye en el Atlántico Occidental, desde Florida al sur de Brasil.|Capturada|Se utiliza la carne.|||||Sin datos.|En deterioro.|En deterioro.||||||EpinephelusStriatus.png|1|||FMM
Pargo cachucho|Queen Snapper|Etelis oculatus|Actinopterygii|Perciformes|Lutjanidae|1|1|0|0|Huachinangos|Nacional|1|0|0|0|0|2|64-100|No selectiva|Redes de arrastre, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Viven en fondos rocosos.  Se alimenta  principalmente de pequeños peces y calamares. |Se distribuye desde Carolina del Norte, EE.UU, hasta Brasil. |Capturada|Se utiliza la carne.|||||Sin datos.|En deterioro.|En deterioro.||||||Etelis oculatus.png|1|||FMM
Sardina japonesa|Round Herring|Etrumeus teres|Actinopterygii|Clupeiformes|Dussumieriidae|0|0|1|0|Escama|Nacional|1|0|0|0|0|2|25-33|No selectiva|Red de enmalle, red de cerco y chinchorro playero.||||||Especie marina de hábitos pelágicos. Se alimentan principalmente de crustáceos. |Se distribuye en el Atlántico Noroccidental y en el Golfo de México.  |Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Etrumeus teres.png|0|||FMM
Mojarra plateada|SpotfinMojarra|Eucinostomus argenteus|Actinopterygii|Perciformes|Gerreidae|1|0|0|0|Escama|Nacional|0|1|0|0|0|2|15-20|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en fondos blandos de bahías y zonas costeras poco profundas. Los juveniles se encuentran en las lagunas de manglares. Omnívora.|Se distribuye en el Pacífico Oriental, desde Anaheim Bay, en el sur de California, EE.UU.  hasta Perú, incluyendo las Islas Galápagos.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||máximo aprovechable|máximo aprovechable|máximo aprovechable|||Eucinostomus argenteus.png|0|||FMM
Mojarra tricolor|Pacific Flagfin |Eucinostomus currani|Actinopterygii|Perciformes|Gerreidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|15-21|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en fondos blandos de bahías y zonas costeras poco profundas. Los juveniles se encuentran en las lagunas de manglares. Omnívora.|Se distribuye en el Pacífico Oriental, desde Baja California, México y el Golfo de California hasta Perú, incluyendo las Islas Galápagos.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||máximo aprovechable|máximo aprovechable|máximo aprovechable|||Eucinostomus currani.png|0|||FMM
Mojarra manchita|Pacific Spotfin|Eucinostomus dowii|Actinopterygii|Perciformes|Gerreidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|15-21|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros y de bajas profundidades. Vive en manglares y fondos arenosos y fangosos. Se alimenta de partículas del sustrato.|Se distribuye en el Pacífico Sudeste, desde Panamá hasta Perú, incluyendo las Islas Galápagos.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|||||||||Eucinostomus dowii.png|0|||FMM
Mojarra mancha negra|Darkspot Mojarra|Eucinostomus entomelas|Actinopterygii|Perciformes|Gerreidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|13-18|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en  fondos blandos de las aguas costeras. Los juveniles se encuentran en las lagunas costeras y estuarios. Omnívoro.|Se distribuye en el Pacífico Oriental, desde México hasta Perú.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||máximo aprovechable|máximo aprovechable|máximo aprovechable|||Eucinostomus entomelas.png|0|||FMM
Mojarra charrita|Graceful Mojarra|Eucinostomus gracilis|Actinopterygii|Perciformes|Gerreidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|15-21|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive sobre fondos blandos de las aguas costeras. Se alimenta de cangrejos y camarones.|Se distribuye en el Pacífico Oriental, desde Anaheim Bay, en el sur de California, EE.UU. hasta Perú.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||máximo aprovechable|máximo aprovechable|máximo aprovechable|||Eucinostomus gracilis.png|0|||FMM
Mojarra española|Silver Jenny|Eucinostomus gula|Actinopterygii|Perciformes|Gerreidae|1|0|0|0|Escama|Nacional|0|1|0|0|0|2|15-23|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en aguas poco profundas, con fondos lodosos y en lagunas y manglares. Se alimenta del sustrato. |Se distribuye en el Atlántico Occidental, desde Massachusetts, EE.UU. y las Bermudas hasta Argentina; incluyendo el Golfo de México y el Mar Caribe |Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Eucinostomus gula.png|0|||FMM
Mojarra pinta|Mottled Mojarra|Eucinostomus lefroyi|Actinopterygii|Perciformes|Gerreidae|1|1|0|0|Escama|Nacional|0|1|0|0|0|2|15-23|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en zonas de sustrato arenoso. Se alimenta de pequeños invertebrados bentónicos, algas y pequeños peces.|Se distribuye en el Atlántico Occidental, desde las Bermudas, Carolina del Norte; EE.UU. y el norte del Golfo de México hasta Brasil. |Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Eucinostomus lefroyi.png|0|||
Mojarra malacapa|Black Axillary|Eugerres axillaris|Actinopterygii|Perciformes|Gerreidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|14-19|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en aguas y lagunas costeras con fondos arenosos. Se alimenta de pequeños invertebrados bentónicos, algas y pequeños peces.|Se distribuye en el Pacífico Centro-Oriental, desde el  Golfo de California hasta El Salvador.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||máximo aprovechable|máximo aprovechable|máximo aprovechable|||Eugerres axillaris.png|0|||FMM
Mojarra aleta corta|Shortfin Mojarra|Eugerres brevimanus|Actinopterygii|Perciformes|Gerreidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|20-28|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en  lagunas costeras y en fondos fangosos. Se alimenta de pequeños invertebrados bentónicos, algas y pequeños peces.|Se distribuye en el Este y Centro del Pacífico, desde México hasta el norte de Perú.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||máximo aprovechable|máximo aprovechable|máximo aprovechable|||Eugerres brevimanus.png|0|||FMM
Mojarra china|Streaked Mojarra|Eugerres lineatus|Actinopterygii|Perciformes|Gerreidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|13-18|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Se alimenta de pequeños invertebrados bentónicos, algas y de vez en cuando de pequeños peces.|Se distribuye en el Pacífico Oriental, desde el Golfo de California a Colombia.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||máximo aprovechable|máximo aprovechable|máximo aprovechable|||Eugerres lineatus.png|0|||FMM
Mojarra rayada| Striped Mojarra|Eugerres plumieri|Actinopterygii|Perciformes|Gerreidae|1|0|0|0|Mojarras|Nacional|1|0|0|0|0|1|18-40|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa.||||||Especie marina de aguas poco profundas. Vive en fondos fangosos, bocas de los ríos y lagunas costeras que presentan bosques de manglar. Se alimenta de insectos acuáticos, crustáceos, moluscos y detritus.|Se distribuye en el Atlántico occidental, desde Carolina del Sur a Brasil.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||EugerresPlumieri.png|0|||FMM
Bacoreta|Little Tunny|Euthynnus alletteratus|Actinopterygii|Perciformes|Scombridae|1|1|0|0|Bonitos|Nacional|0|1|0|0|0|2|80-120|No selectiva|Red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos pelágicos. Se alimenta de peces e invertebrados.|Se distribuye en todo el Océano Atlántico.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Euthynnus alletteratus.png|0|||FMM
Barrilete negro|Black Skipjack|Euthynnus lineatus|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Barriletes|Nacional|1|1|0|0|0|1|60-84|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. ||||||Especie marina de hábitos pelágicos y oceánicos. Se alimenta principalmente de peces.|Se distribuye en el Pacífico Oriental, desde California a Perú.|Capturada|Se utiliza la carne.||Con potencial de desarrollo.|Con potencial de desarrollo.|Con potencial de desarrollo.||||máximo aprovechamiento|colapso|sobre pesca|||EuthynnusLineatus.png|1|||FMM
Corneta pintada|Reef Cornetfish|Fistularia commersonii|Actinopterygii|Syngnathiformes|Fistulariidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|100-160|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa, red agallera para escama pelágica.||||||Especie marina de hábitos costeros y pelágicos. Vive en arrecifes y en fondos arenosos adyacentes a las zonas de arrecife. Se alimentan de peces pequeños, crustáceos, calamares y camarones.|Se distribuye en el Pacífico Oriental, desde México hasta Panamá, incluyendo las islas del litoral. |Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|||||||||Fistularia commersonii.png|0|||FMM
Bacalao del Pacífico|Pacific Cod|Gadus macrocephalus|Actinopterygii|Gadiformes|Gadidae|0|0|0|0|Peces importados|Importado|0|0|0|0|0|2|20-100|No selectiva|Redes de arrastre de fondo, redes de arrastre pelágico, redes de enmalle, palangre, redes de cerco. ||||||Especie marina de amplia distribución desde la plataforma continental hasta las costas. Se alimenta copépodos y otros crustáceos.|Se distribuye en el Pacífico Norte, presente en California,  el Estrecho de Bering y Japón. |Capturada|Congelado, ahumado, salado.|España, Estados Unidos.||||||||||||Gadus macrocephalus.png|0|||
Bacalao del Atlántico|Atlantic Cod|Gadus morhua|Actinopterygii|Gadiformes|Gadidae|0|0|0|0|Peces importados|Importado|0|0|0|0|0|2|100-200|No selectiva|Redes de arrastre de fondo, redes de arrastre pelágicol, redes de enmalle, palangre, redes de cerco. |Vulnerable|||||Especie marina de amplia distribución desde la plataforma continental hasta las costas. Se alimenta copépodos y otros crustáceos.|Se distribuye en el Atlántico Norte. |Capturada|Congelado, ahumado, salado.|España, Estados Unidos.||||||||||||Gadus morhua.png|0|||FMM
Bacalao de Groenlandia|Greenland Cod|Gadus ogac|Actinopterygii|Gadiformes|Gadidae|0|0|0|0|Peces importados|Importado|0|0|0|0|0|2|50-80|No selectiva|Redes de arrastre de fondo, redes de arrastre pelágicol, redes de enmalle, palangre, redes de cerco. ||||||Especie marina de amplia distribución desde la plataforma continental hasta las costas. Se alimenta copépodos y otros crustáceos.|Se distribuye en todo el Ártico. |Capturada|Congelado, ahumado, salado.|España, Estados Unidos.||||||||||||Gadus ogac.png|0|||FMM
Tintorera|Tiger Shark|Galeocerdo cuvier|Chondrichthyes|Carcharhiniformes|Carcharhinidae|1|1|1|0|Tiburones|Nacional|1|0|0|0|0|2|100-400|Selectiva|Palangre para la pesca de tiburones pelágicos del Pacífico.|Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en estuarios y fondos arenosos o fangosos. Se alimenta de peces, tortugas, manta rayas, aves, calamares y de mamíferos muertos. |Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||||Galeocerdo cuvier.png|1|||FMM
Mojarra Trompetera|Yellowfin Mojarra|Gerres cinereus|Actinopterygii|Perciformes|Gerreidae|1|1|1|0|Escama|Nacional|0|1|0|0|0|2|30-41|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa.||||||Especie marina de hábitos coteros. Vive en aguas poco profundas, en zonas de praderas de pastos marinos, arrecifes y canales de mangle. Se alimenta de invertebrados bentónicos, como gusanos, almejas y crustáceos.|Se distribuye en el Atlántico, desde las Bermudas y Florida, EE.UU.; el norte del Golfo de México, alrededor del Caribe, hasta Río de Janeiro, Brasil. En el Pacifico, se distribuye desde California hasta Perú. |Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|Sin datos.|Sin datos.|Sin datos.|máximo aprovechable|máximo aprovechable|máximo aprovechable|||Gerres cinereus.png|0|||
Tiburón gata|Nurse Shark|Ginglymostoma cirratum|Chondrichthyes|Orectolobiformes|Ginglymostomatidae|1|1|1|0|Tiburones|Nacional|1|0|0|0|0|2|304-430|Selectiva|Palangre para la pesca de tiburones pelágicos del Pacífico.||||||Especie marina de hábitos oceánicos y costeros. Vive  en las plataformas continentales e insulares. Se alimentan de crustáceos, moluscos y peces. |Se distribuye en el Pacífico y Atlántico Mexicano. |Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||||Ginglymostoma cirratum.png|1|||
Raya de papel|Spiny Butterfly Ray|Gymnura altavela|Chondrichthyes|Rajiformes|Gymnuridae|1|0|0|0|Rayas|Nacional|0|1|0|0|0|2|50-150|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.|Vulnerable|||Temporal fija|(Golfo de México) del 15 de mayo al 15 de agosto).|Especie marina de hábitos costeros. Vive en fondos de arena y fango. Se alimenta de pequeños peces, crustáceos, moluscos y plancton.    |Se distribuye en el Golfo de México y Mar Caribe. |Capturada|Se utiliza la carne.|||||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||||Gymnura altavela.png|1|||FMM
Raya mariposa picuda|Longsnout Butterfly Ray|Gymnura crebripunctata|Chondrichthyes|Rajiformes|Gymnuridae|0|0|1|0|Rayas|Nacional|1|0|0|0|0|2|20-30|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores, red agallera para escama pelágica.||||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.|Especie marina de aguas costeras. Vive en estuarios y lagunas costeras. Se alimenta de pequeños invertebrados. |Se distribuye en el Pacífico Oriental, desde Baja California a Panamá.  |Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||Gymnura crebripunctata.png|1|||
